"Link","Type","Title","Description","By","Country","Rating","Categories","Colors"
"https://www.awwwards.com/sites/nomadic-tribe","Month","Nomadic Tribe","It’s time for the big journey! Experience Nomadic Tribe, our interactive tale for this new year. May it bring us many exciting surprises. Happy 2019 from makemepulse.","makemepulse","France",8.3,"Art & Illustration,Web & Interactive,Experimental,Animation,Colorful,Unusual Navigation,Illustration,Storytelling,3D,WebGL","Brown,Green,Yellow"
"https://www.awwwards.com/sites/everest","Month","Everest","Everest is a digital agency that builds products and brands that people love.","Everest ","United States",7.57,"Business & Corporate,Design Agencies,Minimal,Transitions,3D,Gestures / Interaction,Microinteractions,404 pages,WebGL,Apache,PHP","Black,Silver,White"
"https://www.awwwards.com/sites/twenty-one-pilots-bandito","Month","twenty øne piløts - Banditø","Bandito is the immersive experience from twenty øne piløts in collaboration with Spotify. Journey through 5 locations, escape from Dema and uncover the hidden meanings of Trench.","Resn","Netherlands",7.86,"Music & Sound,Web & Interactive,Animation,Fullscreen,Transitions,Storytelling,3D,Filters and Effects,HTML5,WebGL,GSAP Animation,Three.js","Black,Yellow"
"https://www.awwwards.com/sites/orano","Month","Orano","Learn more about Orano's approach to nuclear interventions.","Immersive Garden","France",8.02,"Business & Corporate,Web & Interactive,Experimental,Parallax,Unusual Navigation,Transitions,Storytelling,3D,UI design,Three.js","Black,White,Yellow"
"https://www.awwwards.com/sites/google-cloud-infrastructure","Month","Google Cloud Infrastructure","A new experience site that showcases the sophistication, scale and power of Google’s global infrastructure through use of case studies that explain complex processes.","Hello Monday ","United States",7.87,"Business & Corporate,Technology,Web & Interactive,Storytelling,3D,UI design,WebGL,GSAP (Greensock)","Black,Blue,White"
"https://www.awwwards.com/sites/robin-mastromarino-portfolio-1","Month","Robin Mastromarino - Portfolio","Portfolio of Robin Mastromarino, interactive designer who lives in Paris.","Mastromarino","France",7.85,"Design Agencies,Web & Interactive,Animation,Big Background Images,Clean,Portfolio,Scrolling,Gestures / Interaction,WebGL,Three.js","Black,White"
"https://www.awwwards.com/sites/beyond-beauty","Month","Beyond Beauty","Four women primarily known for their appearance. Discover their true inner beauty","Louis Ansa","France",7.94,"Art & Illustration,Culture & Education,Animation,Graphic design,Illustration,Transitions,Sound-Audio,Storytelling,GSAP (Greensock),PixiJS","Black,Pink,White"
"https://www.awwwards.com/sites/foosball-world-cup-18","Month","Foosball World Cup 18","The 2018 Foosball World Cup is an interactive game, created to celebrate the FIFA World Cup and all the foosball lovers.","AQuest","Italy",7.81,"Games & Entertainment,Sports,Experimental,Colorful,Graphic design,3D,SVG,WebGL,Three.js,GLSL","Black,Red,White"
"https://www.awwwards.com/sites/oat-the-goat","Month","Oat the Goat","'Oat the Goat' is an interactive, WebGL, animated storybook launched as a bullying prevention initiative by New Zealand's Ministry of Education.","Assembly ","New Zealand",7.88,"Art & Illustration,Music & Sound,Web & Interactive,Animation,Fullscreen,Horizontal Layout,Illustration,Storytelling,3D,WebGL,GSAP (Greensock),Three.js","Blue,Green,Yellow"
"https://www.awwwards.com/sites/nike-reactor","Month","Nike Reactor","The epic Nike Reactor let you experience how the new Nike React feel like. Get the world going and walk on feathers while bouncing on bubbles.","DPDK","Netherlands",8.17,"Promotional,Sports,Web & Interactive,Experimental,Animation,3D,CSS,WebGL,WebSockets,Node.js,GSAP Animation,Nginx,Three.js,React,Webpack","Blue,Green,White"
"https://www.awwwards.com/sites/design-canada","Month","Design Canada","Through the lens of graphic design, Design Canada follows the transformation of a nation from a colonial outpost to a vibrant and multicultural society.","Locomotive","Canada",7.84,"Culture & Education,Events,Promotional,Animation,Clean,Flexible,Typography,Storytelling,CSS3,HTML5,jQuery,WebGL,GSAP (Greensock),PHP,Three.js,Hammer.JS,Google Font API,Typekit","Black,Red,White"
"https://www.awwwards.com/sites/gallery-of-emerging-species","Month","Gallery of emerging species","In a world where 1 animal species disappears every 20 min, the concept of ""emerging species"" was a way to underline the incredible power of creation that Play-Doh offers.","Merci-Michel","France",7.95,"Games & Entertainment,Promotional,Web & Interactive,Colorful,Parallax,Gallery,3D,WebGL,GSAP (Greensock),PHP,Three.js","Red,Silver,White"
"https://www.awwwards.com/sites/couro-azul","Month","Couro Azul","Couro Azul is a strong player in the Automotive market. It also has a solid presence in the Railway and Aircraft markets.","Bürocratik","Portugal",8.02,"Business & Corporate,Promotional,Photography,Animation,Big Background Images,Clean,Typography,Video,Wordpress,CSS3,HTML5,jQuery,GSAP Animation,Apache,PHP,Snap.svg,Modernizr,PixiJS,Google Font API,FastClick,tween.js","Black,Brown,White"
"https://www.awwwards.com/sites/active-theory-v4","Month","Active Theory v4","The fourth iteration of our portfolio featuring latest work, experiments, and products.","Active Theory ","United States",8.2,"Design Agencies,Web & Interactive,Portfolio,Video,Transitions,3D,WebGL,Three.js,Google App Engine,GLSL","Black,Green,Pink"
"https://www.awwwards.com/sites/tao-tajima-filmmaker","Month","TAO TAJIMA | Filmmaker","A director and film maker with the Tokyo visual design studio Tangram.","homunculus Inc.","Japan",8.17,"Film & TV,Minimal,Portfolio,Video,Transitions,3D,Filters and Effects,CSS3,HTML5,WebGL,Apache,Three.js,GLSL,Modernizr,Typekit","Black,White"
"https://www.awwwards.com/sites/the-new-mobile-workforce-4","Month","The New Mobile Workforce","Race Day requires optimal performance. Take a look at how the Citrix team uses data to analyze, model, & design the car.","Immersive Garden","France",8.17,"Events,Sports,Technology,Experimental,Transitions,Sound-Audio,3D,CSS3,WebGL,Three.js","Black,Blue,Red"
"https://www.awwwards.com/sites/in-my-world","Month","In My World","In My World is a collaboration with photographer Robin Hammond. The website aims to raise awareness about the impact war, poverty and conflict can have on mental health issues.","Hello Monday ","United States",8.04,"Art & Illustration,Culture & Education,Photography,Transitions,Gallery,Storytelling,CSS3,HTML5,jQuery,GSAP (Greensock),PixiJS","Black,Silver,White"
"https://www.awwwards.com/sites/welcome-to-hogwarts","Month","Welcome to Hogwarts","To celebrate the first day of term at Hogwarts, Pottermore launched a fully interactive WebGL experience which gave users the chance to explore a 3D version of the school.","Active Theory ","United States",8.17,"Film & TV,Web & Interactive,Big Background Images,Fullscreen,Transitions,Storytelling,3D,Filters and Effects,jQuery,WebGL,Three.js,Varnish","Green,Pink,Silver"
"https://www.awwwards.com/sites/gleec-chat","Month","Gleec Chat","Explore Gleec Chat's experience to promote the application and discover all its secured functionalities.","Immersive Garden","France",8.01,"Mobile & Apps,Promotional,Technology,Scrolling,Unusual Navigation,Transitions,GSAP (Greensock),Nginx,Modernizr,Google Font API","Blue,Red,White"
"https://www.awwwards.com/sites/dunkirk-webvr","Month","Dunkirk WebVR","To promote the upcoming Warner Brothers' film, Dunkirk, we created a cooperative multi-player 360/WebVR experience allowing fans to escape the enemy and reenact the battle of Dunkirk.","Jam3","Canada",7.87,"Film & TV,Games & Entertainment,Promotional,360,VR,WebVR,Apache,PHP","Black"
"https://www.awwwards.com/sites/ouigo-let-s-play","Month","OUIGO - Let's play","Check out OUIGO Let's Play, a pinball game to promote the french low cost and high-speed train branch of the SNCF.","Merci-Michel / ROSAPARK","France",8.4,"Games & Entertainment,Other,Promotional,jQuery,WebGL,GSAP (Greensock),PHP,Google App Engine","Blue,Pink"
"https://www.awwwards.com/sites/we-the-fans","Month","We The Fans","""We The Fans"" is a multiplatform storytelling project about life and love as a football fan. We created a digital experience centered around the Chicago Bears' biggest fans.","Hello Monday ESPN ","United States",7.85,"Sports,CSS3,HTML5,jQuery,GSAP (Greensock),Modernizr,Zepto,Yepnope,Lo-dash","Black,Blue,Orange"
"https://www.awwwards.com/sites/mendo-book-store","Month","Mendo","A candy store for book aficionados","Build in Amsterdam","Netherlands",7.93,"E-Commerce,Animation,Parallax,Photography,Wordpress,jQuery,GSAP (Greensock),PHP,Nginx,Bootstrap,jQuery UI,Modernizr,Varnish","Black,White"
"https://www.awwwards.com/sites/a-world-with-no-heroes","Month","A World With No Heroes","Explore through 50 cameras the Bolivia of Ghost Recon WildlandsThe country has fallen into the hands of Santa Blanca Cartel who aims to create the biggest NarcoState in history","DDBParis / Make me pulse","France",8.22,"Games & Entertainment,Promotional,Web & Interactive,Experimental,Sound-Audio,3D,jQuery,WebGL,GSAP (Greensock)","Orange,Red,White"
"https://www.awwwards.com/sites/for-honor-scars","Month","For Honor - Scars","A scar on a weapon can say a lot about its owner's life. And death. Come discover the tale of the heroes of For Honor.","DDBParis","France",7.93,"Games & Entertainment,Web & Interactive,Experimental,Animation,Infinite Scroll,Sound-Audio,3D,jQuery,WebGL,Three.js,SoundManager","Black,Yellow"
"https://www.awwwards.com/sites/rainforest-foods-interactive-journey","Month","Rainforest Foods Experience","Discover a dreamy and interactive journey in the far away lands of Rainforest Foods.","Immersive Garden","France",7.79,"Food & Drink,Experimental,Big Background Images,Colorful,Fullscreen,Horizontal Layout,Storytelling,PHP,Nginx,PixiJS,Google Font API","Blue,Brown,Green"
"https://www.awwwards.com/sites/i-am-residente","Month","Residente","We collaborated with musical artist Residente to document his travels around the world. The site features an interactive map where we are all connected to each other.","Hello Monday ","United States",7.69,"Music & Sound,Video,Sound-Audio,HTML5,GSAP (Greensock),Apache,PHP,PixiJS","Black,Red"
"https://www.awwwards.com/sites/paper-planes","Month","Paper Planes","Catch and throw Paper Planes with one another around the world: a simple concept using the power of the web and Android to create an instant connection to one another. (Best on mobile)","Active Theory ","United States",7.68,"Culture & Education,Mobile & Apps,Web & Interactive,Animation,Colorful,3D,WebGL,WebSockets,Node.js,Three.js,Google App Engine,Express","Pink,Silver,White"
"https://www.awwwards.com/sites/discover-your-patronus","Month","Discover Your Patronus","The experience transports users into a 3D environment where those taking part will make a series of choices based on a set of cryptic prompts, eventually discovering their Patronus.","Active Theory ","United States",7.74,"Film & TV,Web & Interactive,Fullscreen,Unusual Navigation,Sound-Audio,3D,Filters and Effects,WebGL,Three.js,GLSL,Varnish,Facebook API,CreateJS","Black,Blue,White"
"https://www.awwwards.com/sites/kikk-festival2016","Month","KIKK Festival 2016","KIKK is an international festival of digital and creative cultures. Its interest lies in the artistic and economic implications of new technologies. The event gathers people of all backgrounds from all around the world.","Dogstudio","Belgium",8.11,"Art & Illustration,Culture & Education,Promotional,Animation,Colorful,WebGL","Pink,White"
"https://www.awwwards.com/sites/converse-diamonds","Month","Converse Diamonds","Wetropolis is a neon-tinged, future-soaked dystopia where it rains GIFs. The city's anthem is 'Diamonds' and its hero is Keith Ape. Follow him on a wet night out in his water-resistant Chuck II sneakers.","Resn","Netherlands",8.29,"Fashion,Music & Sound,Web & Interactive,Animation,Video,jQuery,WebGL,Underscore.js,Three.js,Backbone.js,RequireJS,Modernizr","Black"
"https://www.awwwards.com/sites/solarin","Month","Solarin","Epic, futuristic and luxurious, Sirin Labs proudly presents Solarin; their high performance smartphone with a military-grade secure zone. Discover tomorrow’s technology today through a spectacular 3D WebGL breakdown of the innovative features that make up the world’s most advanced phone.","MediaMonks","Netherlands",8.17,"Promotional,Technology,Web & Interactive,Big Background Images,Clean,Unusual Navigation,WebGL,GSAP Animation,RequireJS,Modernizr,Knockout","Black"
"https://www.awwwards.com/sites/resn-co-nz","Month","Resn","Resn. Infecting your screen for your enjoyment.","Resn","Netherlands",8.57,"Art & Illustration,Music & Sound,Web & Interactive,Animation,jQuery,WebGL,GSAP Animation,Underscore.js,Apache,PHP,Backbone.js,RequireJS,GLSL,Modernizr,Yepnope","Black,Silver,White"
"https://www.awwwards.com/sites/a-bear-s-eye-view-of-yellowstone","Month","A Bear's-Eye View of Yellowstone","This digital feature for National Geographic's May 2016 issue follows the journeys of 4 bears navigating the heart of Yellowstone National Park, as seen from the bears’ point of view.","Hello Monday ","United States",8.1,"Web & Interactive,Flexible,HTML5","Black,Brown,Yellow"
"https://www.awwwards.com/sites/falter-inferno","Month","Falter Inferno","Do you dare take a look in the mirror, a ride through today’s living hell?","WILD","Austria",8.28,"Art & Illustration,Promotional,Web & Interactive,Animation,Single page,WebGL","Black,Silver,White"
"https://www.awwwards.com/sites/ifly50","Month","iFly50","To celebrate the iconic fiftieth edition of IFLY KLM Magazine, we created the ultimate travel collection, presenting the 50 most beautiful, surprising and mesmerising destinations from all over the world.","Born05","Netherlands",8.19,"Business & Corporate,Promotional,Animation,Big Background Images,Photography,SVG","Black,Orange,White"
"https://www.awwwards.com/sites/make-me-pulse-2016-wishes","Month","Make Me Pulse 2016 Wishes","Make Me Pulse wish you all the best for 2016","Make Me Pulse","France",7.77,"Technology,Web & Interactive,Animation,Graphic design,Typography,Unusual Navigation,WebGL","Black,White"
"https://www.awwwards.com/sites/le-dernier-gaulois","Month","Le Dernier Gaulois","Discover the story of Apator, the last & legendary Gallic through 6 illustrated innovative and immersive scrolling episodes.","Immersive Garden","France",7.73,"Culture & Education,Animation,Big Background Images,Fullscreen,Navigation Menu,Responsive Design,Unusual Navigation","Orange"
"https://www.awwwards.com/sites/because-recollection","Month","Because Recollection","The music label Because Music is ten years old. For this anniversary, discover Because Recollection, an interactive journey through ten years of sound and artworks.","84.Paris","France",8.66,"Music & Sound,Animation,Unusual Navigation,WebGL","Black,Blue,Orange"
"https://www.awwwards.com/sites/sons-of-gallipoli","Month","Sons of Gallipoli","This interactive documentary follows the stories of two mothers - one Turkish and one Australian - as they contemplate the World War One Battle of Gallipoli on the 100 year anniversary. The documentary can be watched traditionally or users can dig deeper into photo and video content from hotspots in the documentary video, interactive map content, timeline, and the archive section.","Jam3","Canada",7.79,"Art & Illustration,Film & TV,Web & Interactive,Graphic design,Navigation Menu,Unusual Navigation","Brown"
"https://www.awwwards.com/sites/zero-landfill","Month","Zero Landfill","To raise awareness of Subaru's environmental history, we turned the classic timeline into a perfect metaphor: the rings of a tree. Creating a simple yet beautifully immersive experience.","Carmichael Lynch ","United States",7.78,"Promotional,Web & Interactive,Animation,Clean,Navigation Menu,Unusual Navigation","Black,Green,White"
"https://www.awwwards.com/sites/sennheiser-reshaping-excellence","Month","Sennheiser Reshaping Excellence","The newest Sennheiser Web GL Experiment featuring the latest High Fidelity Product.","Philipp und Keuntje","Germany",7.84,"Games & Entertainment,Music & Sound,Web & Interactive,Responsive Design,Unusual Navigation,Video,HTML5,WebGL","Black"
"https://www.awwwards.com/sites/silenza","Month","Silenza","Silenza is a multibrand lingerie store for women, it gives the opportunity to choose. That’s why the site not merely informs, it gives the opportunity to feel the choice. And dive into the endless space of senses.","Fedoriv Company","Ukraine",7.76,"Fashion,Scrolling,Trend,Unusual Navigation,Video,HTML5","Black,White,Yellow"
"https://www.awwwards.com/sites/void-1","Month","VOID","A playground for us to experiment with new visual and sonic concepts and technology ...or Soulbath version 2.0 (15 years late).","Hi-ReS! ","United Kingdom",7.65,"Art & Illustration,Music & Sound,Web & Interactive,Colorful,Unusual Navigation,WebGL","Black,White"
"https://www.awwwards.com/sites/legwork","Month","Legwork","Hi. We are an independent studio from Denver, CO. We create animation and interactive experiences with brands and agencies all over the world.","Legwork ","United States",8.06,"Design Agencies,Web & Interactive,Bright,Portfolio,HTML5","Black,White,Yellow"
"https://www.awwwards.com/sites/weber-bbq-cultures","Month","Weber - BBQ Cultures","In a combination of cinematic and interactive elements this Weber campaign takes the user on an inspirational journey through five distinct BBQ cultures.","UncleGrey","Denmark",7.96,"Food & Drink,Other,Promotional,Graphic design,Photography,Trend,Unusual Navigation,Video,HTML5","Black,Red"
"https://www.awwwards.com/sites/timeshift165","Month","Timeshift165","TimeSifht165 is a Digital  & Interactive Fan Artwork inspired by the exceptional story of a unique French car : The Delahaye 165s.","ultranoir","France",7.7,"Games & Entertainment,HTML5,WebGL","Red"
"https://www.awwwards.com/sites/in-pieces","Month","In Pieces","30 species, 30 pieces. In Pieces is a CSS-based interactive exhibition of 30 of the world’s most interesting but unfortunately endangered species – their survivals laying literally, in pieces.","Bryan James","Netherlands",8.1,"Art & Illustration,Culture & Education,Animation,Bright,Colorful,Vector,CSS3","Black,Red,Yellow"
"https://www.awwwards.com/sites/reebok-be-more-human-experience","Month","Reebok: Be More Human Experience","An online destination where fitness enthusiasts can challenge and define what it is to be human. This one-of-a-kind platform features a number of interactive tools and experiences.","Venables Bell & Partners ","United States",7.63,"Sports,Big Background Images,Video,Wordpress,HTML5,WebGL","Black,Red,Yellow"
"https://www.awwwards.com/sites/trippeo-1","Month","Trippeo","Beautifully simple business travel and expense management","Benjamin Guedj","France",7.59,"Mobile & Apps,App Style,Scrolling,Video,CSS3,HTML5","Blue,Pink,White"
"https://www.awwwards.com/sites/the-dna-project","Month","The DNA Project","j.viewz is creating a first-of-its-kind music platform, allowing access to the DNA of the songs as they form. Join the experience!","Hello Monday","Denmark",7.82,"Music & Sound,HTML5","Black,Silver,White"
"https://www.awwwards.com/sites/honda-the-other-side","Month","Honda The Other Side","Interactive film allows users to switch between Honda's two sides.","Wieden+Kennedy London ","United Kingdom",7.66,"Film & TV,Promotional,Web & Interactive,Trend,Video","Black,Red"
